Prediction,Store,Date
12795.514,111,2015-09-16
13368.642,111,2015-09-17
6133.2295,112,2015-08-01
81.646126,112,2015-08-02
8834.348,112,2015-08-03
8492.064,112,2015-08-04
8251.591,112,2015-08-05
8501.54,112,2015-08-06
8850.794,112,2015-08-07
6009.557,112,2015-08-08
430.7553,112,2015-08-09
5843.361,112,2015-08-10
5186.2637,112,2015-08-11
5897.2856,112,2015-08-12
4936.947,112,2015-08-13
7020.109,112,2015-08-14
5931.463,112,2015-08-15
458.7895,112,2015-08-16
5613.5693,112,2015-08-17
6319.099,112,2015-08-18
5774.1914,112,2015-08-19
5414.978,112,2015-08-20
7000.6753,112,2015-08-21
6033.448,112,2015-08-22
320.70053,112,2015-08-23
5602.029,112,2015-08-24
5591.8467,112,2015-08-25
5478.631,112,2015-08-26
5404.2754,112,2015-08-27
6660.4414,112,2015-08-28
4320.248,112,2015-08-29
80.64302,112,2015-08-30
13076.575,112,2015-08-31
12353.951,112,2015-09-01
10545.665,112,2015-09-02
9592.023,112,2015-09-03
14222.572,112,2015-09-04
6163.6987,112,2015-09-05
-211.10515,112,2015-09-06
6001.3965,112,2015-09-07
5712.389,112,2015-09-08
5937.1914,112,2015-09-09
4707.3613,112,2015-09-10
8217.336,112,2015-09-11
7244.662,112,2015-09-12
60.174194,112,2015-09-13
13096.426,112,2015-09-14
12146.723,112,2015-09-15
11582.161,112,2015-09-16
13022.548,112,2015-09-17
7466.299,113,2015-08-01
170.5932,113,2015-08-02
8807.357,113,2015-08-03
7776.1406,113,2015-08-04
8579.108,113,2015-08-05
9014.714,113,2015-08-06
10074.173,113,2015-08-07
7101.944,113,2015-08-08
384.91385,113,2015-08-09
5039.3535,113,2015-08-10
4617.749,113,2015-08-11
4798.4907,113,2015-08-12
5738.9565,113,2015-08-13
6285.5273,113,2015-08-14
837.3932,113,2015-08-15
448.10617,113,2015-08-16
5884.8394,113,2015-08-17
5913.4937,113,2015-08-18
5492.6807,113,2015-08-19
6555.714,113,2015-08-20
7380.671,113,2015-08-21
7970.239,113,2015-08-22
406.24704,113,2015-08-23
6426.7163,113,2015-08-24
5913.426,113,2015-08-25
6032.179,113,2015-08-26
6046.7783,113,2015-08-27
8194.633,113,2015-08-28
5955.9663,113,2015-08-29
632.29724,113,2015-08-30
11715.09,113,2015-08-31
12872.929,113,2015-09-01
10458.032,113,2015-09-02
11390.857,113,2015-09-03
14283.527,113,2015-09-04
8609.584,113,2015-09-05
446.89758,113,2015-09-06
6715.987,113,2015-09-07
5858.897,113,2015-09-08
5388.5977,113,2015-09-09
4863.077,113,2015-09-10
10214.272,113,2015-09-11
8749.309,113,2015-09-12
401.95465,113,2015-09-13
12498.079,113,2015-09-14
12650.792,113,2015-09-15
11661.063,113,2015-09-16
13648.791,113,2015-09-17
11165.391,115,2015-08-01
71.52696,115,2015-08-02
12001.703,115,2015-08-03
10003.743,115,2015-08-04
10346.763,115,2015-08-05
10433.06,115,2015-08-06
10603.038,115,2015-08-07
12897.454,115,2015-08-08
324.79968,115,2015-08-09
8887.521,115,2015-08-10
8891.435,115,2015-08-11
7118.381,115,2015-08-12
7936.8423,115,2015-08-13
10040.031,115,2015-08-14
1319.38,115,2015-08-15
316.5493,115,2015-08-16
8539.066,115,2015-08-17
7189.149,115,2015-08-18
6798.939,115,2015-08-19
6965.117,115,2015-08-20
9707.21,115,2015-08-21
9998.975,115,2015-08-22
194.95087,115,2015-08-23
7535.907,115,2015-08-24
8360.786,115,2015-08-25
6542.7656,115,2015-08-26
6408.7036,115,2015-08-27
8804.931,115,2015-08-28
7443.5728,115,2015-08-29
235.38881,115,2015-08-30
13121.031,115,2015-08-31
12542.632,115,2015-09-01
10253.298,115,2015-09-02
12022.592,115,2015-09-03
15001.114,115,2015-09-04
10314.305,115,2015-09-05
254.1012,115,2015-09-06
9488.748,115,2015-09-07
7280.254,115,2015-09-08
5881.1797,115,2015-09-09
7201.649,115,2015-09-10
12310.079,115,2015-09-11
11860.934,115,2015-09-12
319.81677,115,2015-09-13
13570.844,115,2015-09-14
14034.858,115,2015-09-15
12111.1455,115,2015-09-16
14111.185,115,2015-09-17
2474.374,117,2015-08-01
232.57693,117,2015-08-02
5237.131,117,2015-08-03
4985.049,117,2015-08-04
4687.105,117,2015-08-05
4678.567,117,2015-08-06
4963.0913,117,2015-08-07
3737.5476,117,2015-08-08
308.88507,117,2015-08-09
3423.4597,117,2015-08-10
3350.966,117,2015-08-11
4241.378,117,2015-08-12
3985.4873,117,2015-08-13
5041.5474,117,2015-08-14
3979.4297,117,2015-08-15
357.15552,117,2015-08-16
9212.436,117,2015-08-17
9041.436,117,2015-08-18
8729.817,117,2015-08-19
8404.485,117,2015-08-20
9794.735,117,2015-08-21
3181.401,117,2015-08-22
303.24783,117,2015-08-23
5254.131,117,2015-08-24
5487.651,117,2015-08-25
4614.3306,117,2015-08-26
5615.8125,117,2015-08-27
7669.848,117,2015-08-28
5505.975,117,2015-08-29
455.26114,117,2015-08-30
13880.031,117,2015-08-31
12840.983,117,2015-09-01
12423.488,117,2015-09-02
12491.869,117,2015-09-03
15403.333,117,2015-09-04
6309.9365,117,2015-09-05
43.602764,117,2015-09-06
6118.3877,117,2015-09-07
5723.9927,117,2015-09-08
5387.628,117,2015-09-09
5040.069,117,2015-09-10
8609.851,117,2015-09-11
6250.787,117,2015-09-12
215.166,117,2015-09-13
13708.105,117,2015-09-14
13335.456,117,2015-09-15
13255.286,117,2015-09-16
13351.318,117,2015-09-17
8216.534,118,2015-08-01
87.458755,118,2015-08-02
12292.614,118,2015-08-03
10357.66,118,2015-08-04
10054.289,118,2015-08-05
10098.22,118,2015-08-06
11289.711,118,2015-08-07
9183.497,118,2015-08-08
516.1741,118,2015-08-09
8487.402,118,2015-08-10
9201.328,118,2015-08-11
9050.3,118,2015-08-12
8206.695,118,2015-08-13
10625.363,118,2015-08-14
9229.138,118,2015-08-15
574.8269,118,2015-08-16
7622.1294,118,2015-08-17
9234.48,118,2015-08-18
8348.993,118,2015-08-19
8048.117,118,2015-08-20
11538.824,118,2015-08-21
9843.435,118,2015-08-22
414.31088,118,2015-08-23
10239.75,118,2015-08-24
10058.303,118,2015-08-25
9911.674,118,2015-08-26
8776.35,118,2015-08-27
11088.961,118,2015-08-28
7157.3633,118,2015-08-29
388.66714,118,2015-08-30
14397.83,118,2015-08-31
12476.235,118,2015-09-01
14278.331,118,2015-09-02
13977.235,118,2015-09-03
16387.543,118,2015-09-04
12770.649,118,2015-09-05
83.48628,118,2015-09-06
10075.844,118,2015-09-07
10132.89,118,2015-09-08
9682.756,118,2015-09-09
8915.742,118,2015-09-10
13135.327,118,2015-09-11
12315.091,118,2015-09-12
322.51505,118,2015-09-13
13675.218,118,2015-09-14
13486.463,118,2015-09-15
13042.601,118,2015-09-16
12975.631,118,2015-09-17
5114.5615,119,2015-08-01
50.597794,119,2015-08-02
7737.133,119,2015-08-03
7239.632,119,2015-08-04
7323.0166,119,2015-08-05
7215.0425,119,2015-08-06
8176.0083,119,2015-08-07
6366.4634,119,2015-08-08
369.5649,119,2015-08-09
5930.8486,119,2015-08-10
4631.6226,119,2015-08-11
4863.2876,119,2015-08-12
5001.6445,119,2015-08-13
7361.395,119,2015-08-14
6372.9683,119,2015-08-15
340.32736,119,2015-08-16
4880.4844,119,2015-08-17
6495.6626,119,2015-08-18
5406.8657,119,2015-08-19
4772.168,119,2015-08-20
8031.386,119,2015-08-21
6268.635,119,2015-08-22
296.43716,119,2015-08-23
5559.3667,119,2015-08-24
5684.4946,119,2015-08-25
6233.6934,119,2015-08-26
6078.8184,119,2015-08-27
7769.378,119,2015-08-28
5443.74,119,2015-08-29
195.30495,119,2015-08-30
11037.947,119,2015-08-31
12084.0,119,2015-09-01
10506.228,119,2015-09-02
10095.401,119,2015-09-03
14418.824,119,2015-09-04
6711.7837,119,2015-09-05
-187.3028,119,2015-09-06
6904.3154,119,2015-09-07
5611.8105,119,2015-09-08
3941.3071,119,2015-09-09
4604.489,119,2015-09-10
8117.687,119,2015-09-11
7745.9795,119,2015-09-12
103.19787,119,2015-09-13
11895.674,119,2015-09-14
11768.088,119,2015-09-15
11499.308,119,2015-09-16
12011.092,119,2015-09-17
6275.516,120,2015-08-01
96.50081,120,2015-08-02
10466.417,120,2015-08-03
9380.578,120,2015-08-04
9883.201,120,2015-08-05
9503.367,120,2015-08-06
11249.006,120,2015-08-07
6896.2705,120,2015-08-08
254.16396,120,2015-08-09
8140.626,120,2015-08-10
7525.362,120,2015-08-11
6279.517,120,2015-08-12
6428.78,120,2015-08-13
7990.5635,120,2015-08-14
6345.316,120,2015-08-15
252.52483,120,2015-08-16
7915.587,120,2015-08-17
8402.947,120,2015-08-18
6737.503,120,2015-08-19
7053.2827,120,2015-08-20
8341.046,120,2015-08-21
6495.384,120,2015-08-22
140.04381,120,2015-08-23
7753.997,120,2015-08-24
7985.3057,120,2015-08-25
5815.3716,120,2015-08-26
5829.6025,120,2015-08-27
6944.949,120,2015-08-28
3710.6274,120,2015-08-29
465.97113,120,2015-08-30
13204.52,120,2015-08-31
13464.91,120,2015-09-01
12296.853,120,2015-09-02
11746.299,120,2015-09-03
14861.21,120,2015-09-04
7947.9146,120,2015-09-05
259.7725,120,2015-09-06
9303.427,120,2015-09-07
9004.302,120,2015-09-08
8057.2075,120,2015-09-09
6952.906,120,2015-09-10
10975.829,120,2015-09-11
7520.823,120,2015-09-12
441.3455,120,2015-09-13
13122.702,120,2015-09-14
14637.056,120,2015-09-15
13592.145,120,2015-09-16
13354.829,120,2015-09-17
9807.247,122,2015-08-01
10409.26,122,2015-08-02
15714.232,122,2015-08-03
13010.948,122,2015-08-04
14979.457,122,2015-08-05
13514.839,122,2015-08-06
13440.303,122,2015-08-07
9438.16,122,2015-08-08
5811.002,122,2015-08-09
10112.179,122,2015-08-10
9423.692,122,2015-08-11
8763.21,122,2015-08-12
9173.094,122,2015-08-13
9827.838,122,2015-08-14
7946.757,122,2015-08-15
6027.6987,122,2015-08-16
8343.372,122,2015-08-17
8597.02,122,2015-08-18
9331.013,122,2015-08-19
8721.161,122,2015-08-20
8988.142,122,2015-08-21
8239.061,122,2015-08-22
7112.6523,122,2015-08-23
9977.469,122,2015-08-24
9437.484,122,2015-08-25
8496.415,122,2015-08-26
8030.056,122,2015-08-27
10217.656,122,2015-08-28
6799.5376,122,2015-08-29
5374.467,122,2015-08-30
13087.153,122,2015-08-31
11967.819,122,2015-09-01
13120.522,122,2015-09-02
11584.111,122,2015-09-03
16130.905,122,2015-09-04
7976.3984,122,2015-09-05
5701.2075,122,2015-09-06
8530.296,122,2015-09-07
8279.316,122,2015-09-08
7622.8706,122,2015-09-09
7891.2393,122,2015-09-10
11658.713,122,2015-09-11
9516.089,122,2015-09-12
7032.014,122,2015-09-13
13370.88,122,2015-09-14
13907.229,122,2015-09-15
12850.735,122,2015-09-16
13531.397,122,2015-09-17
3093.474,124,2015-08-01
207.585,124,2015-08-02
6123.4004,124,2015-08-03
6223.742,124,2015-08-04
6196.523,124,2015-08-05
6108.3203,124,2015-08-06
7597.4834,124,2015-08-07
3767.777,124,2015-08-08
291.93488,124,2015-08-09
4074.721,124,2015-08-10
4178.1035,124,2015-08-11
5043.6646,124,2015-08-12
5365.2075,124,2015-08-13
5748.608,124,2015-08-14
3692.5977,124,2015-08-15
318.88318,124,2015-08-16
7048.078,124,2015-08-17
6475.185,124,2015-08-18
7054.5093,124,2015-08-19
6796.6885,124,2015-08-20
8093.1694,124,2015-08-21
3437.1597,124,2015-08-22
381.04053,124,2015-08-23
5388.02,124,2015-08-24
6057.994,124,2015-08-25
5880.606,124,2015-08-26
5695.835,124,2015-08-27
6979.859,124,2015-08-28
3143.6963,124,2015-08-29
131.16817,124,2015-08-30
11894.433,124,2015-08-31
11994.076,124,2015-09-01
10976.076,124,2015-09-02
10341.65,124,2015-09-03
14687.934,124,2015-09-04
5231.7754,124,2015-09-05
-340.22128,124,2015-09-06
5304.7495,124,2015-09-07
4592.372,124,2015-09-08
4940.345,124,2015-09-09
5276.907,124,2015-09-10
8165.881,124,2015-09-11
5480.2856,124,2015-09-12
-7.07309,124,2015-09-13
11847.823,124,2015-09-14
11772.267,124,2015-09-15
11237.115,124,2015-09-16
11265.121,124,2015-09-17
4159.413,126,2015-08-01
41.758743,126,2015-08-02
7987.096,126,2015-08-03
7640.998,126,2015-08-04
7442.0405,126,2015-08-05
8478.734,126,2015-08-06
8264.198,126,2015-08-07
4628.759,126,2015-08-08
345.08603,126,2015-08-09
4982.47,126,2015-08-10
3445.9385,126,2015-08-11
3901.657,126,2015-08-12
4520.947,126,2015-08-13
5724.604,126,2015-08-14
4315.404,126,2015-08-15
432.57147,126,2015-08-16
6611.298,126,2015-08-17
7182.862,126,2015-08-18
6753.6543,126,2015-08-19
6667.942,126,2015-08-20
7725.0884,126,2015-08-21
4514.659,126,2015-08-22
519.266,126,2015-08-23
6007.3535,126,2015-08-24
5463.0083,126,2015-08-25
6787.9136,126,2015-08-26
6221.665,126,2015-08-27
7049.0713,126,2015-08-28
4025.493,126,2015-08-29
564.1035,126,2015-08-30
12682.191,126,2015-08-31
12865.979,126,2015-09-01
12458.598,126,2015-09-02
12297.939,126,2015-09-03
15610.29,126,2015-09-04
7438.5654,126,2015-09-05
-24.011406,126,2015-09-06
7483.9453,126,2015-09-07
4701.1006,126,2015-09-08
4870.64,126,2015-09-09
5078.0273,126,2015-09-10
9797.026,126,2015-09-11
7231.3984,126,2015-09-12
190.16948,126,2015-09-13
13497.056,126,2015-09-14
13447.71,126,2015-09-15
13558.874,126,2015-09-16
13375.0205,126,2015-09-17
5426.046,127,2015-08-01
-8.729152,127,2015-08-02
8144.375,127,2015-08-03
7344.297,127,2015-08-04
7752.6714,127,2015-08-05
8345.022,127,2015-08-06
8306.895,127,2015-08-07
5356.3257,127,2015-08-08
489.90128,127,2015-08-09
4968.793,127,2015-08-10
4013.8765,127,2015-08-11
4656.4595,127,2015-08-12
4775.9424,127,2015-08-13
5279.7544,127,2015-08-14
6160.7773,127,2015-08-15
404.77084,127,2015-08-16
6028.782,127,2015-08-17
5956.6567,127,2015-08-18
5952.036,127,2015-08-19
5954.907,127,2015-08-20
6835.292,127,2015-08-21
5937.307,127,2015-08-22
530.0796,127,2015-08-23
5276.238,127,2015-08-24
5825.4414,127,2015-08-25
4731.2627,127,2015-08-26
4661.282,127,2015-08-27
7143.2476,127,2015-08-28
3980.3057,127,2015-08-29
553.46375,127,2015-08-30
12428.02,127,2015-08-31
10286.064,127,2015-09-01
9643.989,127,2015-09-02
10983.789,127,2015-09-03
14602.17,127,2015-09-04
8119.296,127,2015-09-05
117.040764,127,2015-09-06
5186.951,127,2015-09-07
4604.784,127,2015-09-08
4655.758,127,2015-09-09
4898.99,127,2015-09-10
8427.1,127,2015-09-11
8715.709,127,2015-09-12
272.343,127,2015-09-13
13306.776,127,2015-09-14
12172.409,127,2015-09-15
12467.758,127,2015-09-16
14142.5625,127,2015-09-17
7696.7705,128,2015-08-01
110.22357,128,2015-08-02
11943.714,128,2015-08-03
10483.377,128,2015-08-04
10915.518,128,2015-08-05
10933.388,128,2015-08-06
10398.494,128,2015-08-07
9927.155,128,2015-08-08
585.17346,128,2015-08-09
8811.67,128,2015-08-10
9531.167,128,2015-08-11
9712.652,128,2015-08-12
8659.554,128,2015-08-13
10809.547,128,2015-08-14
9244.454,128,2015-08-15
737.10205,128,2015-08-16
7914.5947,128,2015-08-17
8342.624,128,2015-08-18
7838.3613,128,2015-08-19
7366.544,128,2015-08-20
9220.103,128,2015-08-21
9459.556,128,2015-08-22
529.29724,128,2015-08-23
9541.97,128,2015-08-24
9374.307,128,2015-08-25
8772.471,128,2015-08-26
8594.653,128,2015-08-27
9824.706,128,2015-08-28
6857.7466,128,2015-08-29
860.86694,128,2015-08-30
15348.829,128,2015-08-31
11989.634,128,2015-09-01
13181.595,128,2015-09-02
12951.358,128,2015-09-03
16077.224,128,2015-09-04
10098.279,128,2015-09-05
326.38678,128,2015-09-06
11018.704,128,2015-09-07
10183.514,128,2015-09-08
8912.695,128,2015-09-09
9037.574,128,2015-09-10
13186.627,128,2015-09-11
11572.885,128,2015-09-12
417.4071,128,2015-09-13
14911.717,128,2015-09-14
14312.295,128,2015-09-15
13865.577,128,2015-09-16
15538.826,128,2015-09-17
7438.1875,129,2015-08-01
225.52002,129,2015-08-02
11929.226,129,2015-08-03
11185.95,129,2015-08-04
11315.143,129,2015-08-05
11775.391,129,2015-08-06
11641.693,129,2015-08-07
8134.298,129,2015-08-08
658.822,129,2015-08-09
9897.677,129,2015-08-10
10257.381,129,2015-08-11
8997.016,129,2015-08-12
9002.903,129,2015-08-13
9911.467,129,2015-08-14
842.42706,129,2015-08-15
555.65247,129,2015-08-16
8519.969,129,2015-08-17
9024.796,129,2015-08-18
8712.767,129,2015-08-19
8626.854,129,2015-08-20
11042.947,129,2015-08-21
7854.064,129,2015-08-22
647.93665,129,2015-08-23
9491.636,129,2015-08-24
9196.764,129,2015-08-25
7893.7573,129,2015-08-26
7387.1123,129,2015-08-27
8620.133,129,2015-08-28
5127.9927,129,2015-08-29
201.31502,129,2015-08-30
15737.498,129,2015-08-31
13101.495,129,2015-09-01
11008.3125,129,2015-09-02
13478.537,129,2015-09-03
18153.816,129,2015-09-04
8752.295,129,2015-09-05
226.84093,129,2015-09-06
11781.658,129,2015-09-07
9890.675,129,2015-09-08
8731.737,129,2015-09-09
9112.056,129,2015-09-10
12681.526,129,2015-09-11
7588.539,129,2015-09-12
362.85287,129,2015-09-13
15842.645,129,2015-09-14
13510.504,129,2015-09-15
12963.218,129,2015-09-16
16314.012,129,2015-09-17
4806.209,130,2015-08-01
-0.97001314,130,2015-08-02
6778.1675,130,2015-08-03
6309.8936,130,2015-08-04
5959.0566,130,2015-08-05
6300.21,130,2015-08-06
6263.3784,130,2015-08-07
4513.6772,130,2015-08-08
173.57469,130,2015-08-09
4231.595,130,2015-08-10
4488.2104,130,2015-08-11
3746.3975,130,2015-08-12
4358.821,130,2015-08-13
5328.033,130,2015-08-14
5982.486,130,2015-08-15
73.83955,130,2015-08-16
6209.5117,130,2015-08-17
5945.592,130,2015-08-18
7406.0435,130,2015-08-19
7044.0913,130,2015-08-20
8909.404,130,2015-08-21
5740.5825,130,2015-08-22
198.56488,130,2015-08-23
6576.139,130,2015-08-24
7171.861,130,2015-08-25
5933.701,130,2015-08-26
6245.471,130,2015-08-27
7058.8867,130,2015-08-28
4826.566,130,2015-08-29
536.9926,130,2015-08-30
12202.975,130,2015-08-31
9779.528,130,2015-09-01
9774.757,130,2015-09-02
9522.759,130,2015-09-03
14360.601,130,2015-09-04
7291.69,130,2015-09-05
188.48677,130,2015-09-06
5595.4424,130,2015-09-07
5141.911,130,2015-09-08
5024.667,130,2015-09-09
5006.118,130,2015-09-10
10205.881,130,2015-09-11
9102.759,130,2015-09-12
535.45905,130,2015-09-13
12992.728,130,2015-09-14
12421.022,130,2015-09-15
12318.201,130,2015-09-16
12907.405,130,2015-09-17
4492.4155,131,2015-08-01
73.199936,131,2015-08-02
6294.0537,131,2015-08-03
5471.157,131,2015-08-04
4962.6074,131,2015-08-05
5259.8555,131,2015-08-06
5899.296,131,2015-08-07
5690.1323,131,2015-08-08
318.69516,131,2015-08-09
3973.703,131,2015-08-10
4232.508,131,2015-08-11
5443.5864,131,2015-08-12
4882.7637,131,2015-08-13
6095.3804,131,2015-08-14
6663.047,131,2015-08-15
333.5598,131,2015-08-16
7013.7095,131,2015-08-17
7369.6567,131,2015-08-18
7853.1704,131,2015-08-19
8103.9272,131,2015-08-20
9738.89,131,2015-08-21
5164.8364,131,2015-08-22
439.64383,131,2015-08-23
7896.674,131,2015-08-24
6245.767,131,2015-08-25
6630.512,131,2015-08-26
6446.284,131,2015-08-27
7707.2285,131,2015-08-28
4962.381,131,2015-08-29
598.172,131,2015-08-30
11499.546,131,2015-08-31
10882.386,131,2015-09-01
10314.225,131,2015-09-02
9743.326,131,2015-09-03
13868.907,131,2015-09-04
7915.9985,131,2015-09-05
-87.05988,131,2015-09-06
6236.312,131,2015-09-07
4665.251,131,2015-09-08
4624.5474,131,2015-09-09
5564.617,131,2015-09-10
9629.424,131,2015-09-11
8768.23,131,2015-09-12
303.1743,131,2015-09-13
12001.823,131,2015-09-14
11200.413,131,2015-09-15
10889.83,131,2015-09-16
11854.801,131,2015-09-17
7989.2705,132,2015-08-01
48.647774,132,2015-08-02
10995.661,132,2015-08-03
10519.196,132,2015-08-04
10541.965,132,2015-08-05
11053.948,132,2015-08-06
11261.823,132,2015-08-07
8446.186,132,2015-08-08
623.3315,132,2015-08-09
8154.3506,132,2015-08-10
7576.0537,132,2015-08-11
6853.2627,132,2015-08-12
7000.4404,132,2015-08-13
8020.7295,132,2015-08-14
1333.4851,132,2015-08-15
567.5006,132,2015-08-16
7295.269,132,2015-08-17
7190.541,132,2015-08-18
6776.044,132,2015-08-19
6241.4067,132,2015-08-20
8625.03,132,2015-08-21
7859.543,132,2015-08-22
387.16864,132,2015-08-23
8207.563,132,2015-08-24
8042.248,132,2015-08-25
6250.3354,132,2015-08-26
6209.2876,132,2015-08-27
7979.0156,132,2015-08-28
6268.5464,132,2015-08-29
621.6974,132,2015-08-30
13432.424,132,2015-08-31
10814.121,132,2015-09-01
9949.746,132,2015-09-02
11000.273,132,2015-09-03
13395.443,132,2015-09-04
10317.355,132,2015-09-05
235.90546,132,2015-09-06
9586.853,132,2015-09-07
8529.637,132,2015-09-08
6628.3643,132,2015-09-09
8542.629,132,2015-09-10
11450.034,132,2015-09-11
11680.611,132,2015-09-12
479.85974,132,2015-09-13
12840.68,132,2015-09-14
12292.1875,132,2015-09-15
11693.623,132,2015-09-16
13026.99,132,2015-09-17
6733.948,135,2015-08-01
87.81882,135,2015-08-02
8588.577,135,2015-08-03
7669.4067,135,2015-08-04
8054.5674,135,2015-08-05
8029.9653,135,2015-08-06
8549.252,135,2015-08-07
5450.0786,135,2015-08-08
312.92087,135,2015-08-09
6920.2607,135,2015-08-10
5807.4956,135,2015-08-11
5166.966,135,2015-08-12
5393.6777,135,2015-08-13
6719.697,135,2015-08-14
6295.8594,135,2015-08-15
318.35944,135,2015-08-16
6330.011,135,2015-08-17
6142.018,135,2015-08-18
6022.329,135,2015-08-19
5889.559,135,2015-08-20
7370.2407,135,2015-08-21
6650.416,135,2015-08-22
309.1598,135,2015-08-23
6392.7334,135,2015-08-24
5529.157,135,2015-08-25
5972.4014,135,2015-08-26
6063.388,135,2015-08-27
7466.4043,135,2015-08-28
4438.3677,135,2015-08-29
460.84164,135,2015-08-30
12663.67,135,2015-08-31
12022.022,135,2015-09-01
10552.304,135,2015-09-02
10001.344,135,2015-09-03
14354.489,135,2015-09-04
7322.802,135,2015-09-05
76.179436,135,2015-09-06
8392.245,135,2015-09-07
7122.511,135,2015-09-08
5443.674,135,2015-09-09
5573.1777,135,2015-09-10
10039.884,135,2015-09-11
8042.2734,135,2015-09-12
469.92236,135,2015-09-13
13674.654,135,2015-09-14
13943.477,135,2015-09-15
13159.396,135,2015-09-16
13368.716,135,2015-09-17
5609.6636,136,2015-08-01
206.17624,136,2015-08-02
9630.277,136,2015-08-03
8538.143,136,2015-08-04
8446.872,136,2015-08-05
9213.515,136,2015-08-06
9302.352,136,2015-08-07
5559.6846,136,2015-08-08
366.57382,136,2015-08-09
5494.8,136,2015-08-10
4275.6387,136,2015-08-11
4462.9873,136,2015-08-12
5475.913,136,2015-08-13
6686.5923,136,2015-08-14
989.75073,136,2015-08-15
428.80496,136,2015-08-16
6248.2173,136,2015-08-17
6231.474,136,2015-08-18
6438.927,136,2015-08-19
7629.1465,136,2015-08-20
7056.225,136,2015-08-21
6212.8965,136,2015-08-22
354.8213,136,2015-08-23
5629.9233,136,2015-08-24
5201.3623,136,2015-08-25
5295.984,136,2015-08-26
5630.1187,136,2015-08-27
6337.5034,136,2015-08-28
3742.4539,136,2015-08-29
278.3162,136,2015-08-30
12151.04,136,2015-08-31
10669.631,136,2015-09-01
10543.034,136,2015-09-02
11248.765,136,2015-09-03
15393.398,136,2015-09-04
7652.7163,136,2015-09-05
110.42335,136,2015-09-06
7727.512,136,2015-09-07
4559.4976,136,2015-09-08
5616.138,136,2015-09-09
5014.152,136,2015-09-10
8207.0205,136,2015-09-11
7548.3325,136,2015-09-12
394.57397,136,2015-09-13
12980.438,136,2015-09-14
12209.147,136,2015-09-15
11694.884,136,2015-09-16
13820.229,136,2015-09-17
6285.4097,137,2015-08-01
100.983475,137,2015-08-02
10259.282,137,2015-08-03
9598.931,137,2015-08-04
9927.085,137,2015-08-05
10417.508,137,2015-08-06
10556.178,137,2015-08-07
6800.96,137,2015-08-08
286.52094,137,2015-08-09
8616.378,137,2015-08-10
8006.785,137,2015-08-11
6705.1733,137,2015-08-12
6303.8286,137,2015-08-13
8117.7764,137,2015-08-14
689.45123,137,2015-08-15
320.23404,137,2015-08-16
8604.942,137,2015-08-17
8800.553,137,2015-08-18
7276.1597,137,2015-08-19
8605.573,137,2015-08-20
11466.487,137,2015-08-21
7748.623,137,2015-08-22
300.88983,137,2015-08-23
8391.32,137,2015-08-24
7999.7275,137,2015-08-25
6416.263,137,2015-08-26
7068.8306,137,2015-08-27
9113.017,137,2015-08-28
4795.4897,137,2015-08-29
326.87796,137,2015-08-30
15738.052,137,2015-08-31
13985.591,137,2015-09-01
12681.321,137,2015-09-02
13243.2,137,2015-09-03
16523.775,137,2015-09-04
8715.675,137,2015-09-05
312.42242,137,2015-09-06
11300.962,137,2015-09-07
9151.494,137,2015-09-08
7475.3867,137,2015-09-09
7096.5127,137,2015-09-10
9970.5205,137,2015-09-11
8456.079,137,2015-09-12
422.73935,137,2015-09-13
13625.558,137,2015-09-14
13096.935,137,2015-09-15
13725.9795,137,2015-09-16
15979.93,137,2015-09-17
4861.5083,139,2015-08-01
203.39883,139,2015-08-02
9919.561,139,2015-08-03
8469.841,139,2015-08-04
9475.175,139,2015-08-05
9868.072,139,2015-08-06
9547.43,139,2015-08-07
5425.3804,139,2015-08-08
284.84882,139,2015-08-09
6710.4917,139,2015-08-10
6435.006,139,2015-08-11
4635.9897,139,2015-08-12
5220.0723,139,2015-08-13
6716.4653,139,2015-08-14
190.23442,139,2015-08-15
278.39392,139,2015-08-16
7187.632,139,2015-08-17
6211.2183,139,2015-08-18
6155.1724,139,2015-08-19
6476.478,139,2015-08-20
7966.407,139,2015-08-21
5491.87,139,2015-08-22
280.55533,139,2015-08-23
6867.363,139,2015-08-24
6888.1304,139,2015-08-25
5282.3657,139,2015-08-26
5534.085,139,2015-08-27
6282.4395,139,2015-08-28
4809.658,139,2015-08-29
67.534325,139,2015-08-30
13662.972,139,2015-08-31
11893.5,139,2015-09-01
11223.603,139,2015-09-02
12474.344,139,2015-09-03
15537.874,139,2015-09-04
6634.1455,139,2015-09-05
32.150925,139,2015-09-06
7786.251,139,2015-09-07
6425.0415,139,2015-09-08
4875.714,139,2015-09-09
5295.1685,139,2015-09-10
9231.184,139,2015-09-11
7905.429,139,2015-09-12
150.19415,139,2015-09-13
13715.942,139,2015-09-14
13709.072,139,2015-09-15
13367.791,139,2015-09-16
14132.744,139,2015-09-17
6501.769,140,2015-08-01
143.94183,140,2015-08-02
11109.897,140,2015-08-03
11002.064,140,2015-08-04
10964.7705,140,2015-08-05
10539.785,140,2015-08-06
10462.187,140,2015-08-07
7161.523,140,2015-08-08
477.21567,140,2015-08-09
8385.065,140,2015-08-10
7973.9067,140,2015-08-11
7164.6484,140,2015-08-12
7686.2134,140,2015-08-13
8010.183,140,2015-08-14
6560.1294,140,2015-08-15
498.18542,140,2015-08-16
6174.4624,140,2015-08-17
7583.448,140,2015-08-18
6809.5547,140,2015-08-19
